00000.jpg;774;411;815;446;11
00001.jpg;973;335;1031;390;13
00003.jpg;742;443;765;466;4
00003.jpg;742;466;764;489;9
00003.jpg;737;412;769;443;21
00004.jpg;898;342;967;409;21
00004.jpg;906;407;955;459;2
00005.jpg;1172;164;1284;278;9
00006.jpg;926;350;989;414;2
00007.jpg;825;406;864;445;9
00008.jpg;785;460;811;486;2
00009.jpg;925;466;949;490;4
00011.jpg;720;338;770;398;1
00012.jpg;979;364;1034;418;1
00013.jpg;1043;281;1120;356;2
00014.jpg;712;492;732;511;21
00015.jpg;770;426;808;462;25
00017.jpg;908;302;1031;408;30
00018.jpg;950;455;981;486;4
00019.jpg;845;423;888;465;2
00020.jpg;825;428;862;463;23
00021.jpg;825;388;877;437;27
00022.jpg;667;472;692;497;27
00023.jpg;998;292;1074;371;1
00023.jpg;46;350;136;444;23
00023.jpg;945;435;1006;492;23
00024.jpg;112;463;143;492;13
00025.jpg;731;422;772;459;13
00026.jpg;453;411;492;451;1
00027.jpg;969;386;1024;441;2
00027.jpg;102;375;157;430;2
00028.jpg;775;399;833;453;25
00029.jpg;1091;393;1133;436;15
00031.jpg;763;426;812;473;25
00032.jpg;678;443;707;469;13
00034.jpg;866;430;899;460;28
00035.jpg;678;439;714;474;13
00040.jpg;1017;202;1141;313;13
00042.jpg;916;300;995;374;18
00047.jpg;553;462;579;488;26
00050.jpg;941;339;972;372;13
00053.jpg;1156;333;1196;372;15
00054.jpg;1113;436;1152;473;27
00054.jpg;1117;473;1146;502;0
00055.jpg;702;413;747;455;25
00056.jpg;729;436;760;467;1
00057.jpg;990;418;1036;467;1
00060.jpg;819;441;842;464;2
00061.jpg;1224;333;1285;394;2
00063.jpg;815;499;837;521;9
00064.jpg;786;447;808;470;2
00065.jpg;973;377;1022;427;9
00067.jpg;949;435;979;465;9
00068.jpg;849;458;872;479;13
00069.jpg;817;459;838;480;2
00070.jpg;946;300;1026;373;23
00071.jpg;788;437;828;473;24
00071.jpg;794;474;822;502;1
00071.jpg;794;503;821;529;9
00072.jpg;836;456;858;478;4
00073.jpg;723;431;752;457;23
00073.jpg;727;457;748;477;2
00073.jpg;727;476;749;497;9
00073.jpg;425;428;456;455;23
00073.jpg;430;453;452;475;2
00073.jpg;432;475;452;495;9
00074.jpg;439;401;488;452;14
00074.jpg;929;378;981;431;14
00075.jpg;1120;350;1187;409;23
00075.jpg;1131;409;1179;456;4
00076.jpg;784;440;819;472;21
00076.jpg;789;471;815;495;2
00077.jpg;951;348;1015;408;20
00077.jpg;962;408;1011;455;9
00078.jpg;1211;206;1319;305;29
00078.jpg;800;462;821;483;13
00079.jpg;762;459;792;489;11
00080.jpg;829;381;880;432;9
00081.jpg;966;228;1044;299;13
00083.jpg;1054;208;1152;296;13
00084.jpg;707;523;734;551;38
00085.jpg;846;429;875;458;1
00088.jpg;956;464;982;490;10
00088.jpg;410;464;436;490;10
00088.jpg;412;440;436;464;8
00088.jpg;956;440;981;464;8
00089.jpg;1025;438;1054;468;5
00089.jpg;634;447;660;474;5
00090.jpg;966;428;1007;464;13
00091.jpg;869;443;899;471;13
00091.jpg;1056;377;1096;414;13
00091.jpg;509;382;553;422;13
00092.jpg;718;440;739;462;13
00093.jpg;344;397;379;436;1
00093.jpg;1076;339;1119;389;1
00094.jpg;946;370;995;419;16
00094.jpg;113;316;189;392;16
00095.jpg;698;461;719;481;1
00095.jpg;695;437;723;461;19
00096.jpg;699;396;738;435;17
00096.jpg;1140;420;1176;458;17
00097.jpg;1125;338;1168;378;13
00097.jpg;288;328;334;368;13
00098.jpg;1206;244;1296;323;13
00098.jpg;594;286;668;353;13
00099.jpg;910;495;953;533;20
